acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,artist_discovery_rank,artist_familiarity_rank,artist_hotttnesss_rank,song_currency_rank,song_hotttnesss_rank
0.0403489418,0.2967392425,0.9564261719,0.9340780549,0.6100837294,0.0760720385,146.953,72388.0,32105.0,71578.0,4900193.0,2958670.0
0.3113244672,0.2916881798,0.8108574058,0.44010699,0.3621457004,0.1060185314,166.2,129374.0,90330.0,138392.0,5912760.0,2734260.0
0.3654471625,0.2617475693,0.0723938509,0.8740612382,0.1313893741,0.0378087678,45.527,81431.0,50518.0,91468.0,4457965.0,4898193.0
0.8592502066,0.1671394584,0.1257387686,0.9354126218,0.1494518797,0.0510931268,124.129,81431.0,50518.0,91468.0,5601264.0,2958670.0
0.9604920231,0.3342395136,0.1038395016,0.0017117108,0.1322383258,0.0340278803,19.659,81431.0,50518.0,91468.0,4137581.0,2312212.0
0.6743564014,0.8704490089,0.2751175212,0.8860449362,0.1043789381,0.0880396925,119.997,126181.0,97774.0,135154.0,5608805.0,4898193.0
8.02457e-05,0.2282801019,0.9166640645,0.8910324047,0.2798160871,0.0927086236,82.087,637945.0,541217.0,711808.0,960853.0,3196551.0
0.0010587609,0.1097386344,0.6582333772,0.9167443269,0.0941579993,0.0388572412,167.38,32657.0,22847.0,25956.0,4417685.0,2926847.0
0.1228025375,0.3229329076,0.9620694469,0.9583905053,0.1309009791,0.0523648904,135.446,32657.0,22847.0,25956.0,4915966.0,3084130.0
0.0796226641,0.0738091931,0.8429030955,0.9655157777,0.0956707909,0.0584724552,173.212,32657.0,22847.0,25956.0,4882500.0,3192418.0
0.1086041861,0.1219706389,0.7688322148,0.9671974181,0.1008880327,0.0660217721,82.594,32657.0,22847.0,25956.0,5899508.0,3512166.0
0.0008873478,0.2515633458,0.5780912339,0.9122751845,0.0834925916,0.0460077891,167.155,32657.0,22847.0,25956.0,5350576.0,2454872.0
0.0070539987,0.3710862618,0.8829432176,0.4709132838,0.306117044,0.0360508488,146.14,685509.0,251569.0,767138.0,1465006.0,1999604.0
0.97200265,0.618341117,0.2724071525,0.9302202926,0.1134020771,0.0336704145,115.291,64557.0,9512.0,19792.0,1866442.0,750074.0
0.9475473118,0.2900942789,0.0480081846,0.9540022257,0.1109580309,0.0336498212,67.83,64557.0,9512.0,19792.0,99193.0,149212.0
0.6699166375,0.4225057127,0.4376794142,0.9230371963,0.1119775072,0.0701027615,142.699,64557.0,9512.0,19792.0,3719180.0,942327.0
0.9915125141,0.4971504894,0.0548609959,0.9580220986,0.1048107813,0.0334273993,60.309,64557.0,9512.0,19792.0,280168.0,265786.0
0.4238287882,0.3292789112,0.2703821863,0.9095949505,0.1115395755,0.0334087571,57.632,64557.0,9512.0,19792.0,3367173.0,1087139.0
0.9957964501,0.2883647529,0.2506297042,0.9728700043,0.113534776,0.0344602352,83.304,635413.0,891870.0,708960.0,288058.0,1388964.0
0.3302514701,0.3984823841,0.6587899561,0.8817097951,0.0970102556,0.0424984406,124.018,106392.0,23264.0,81745.0,1499505.0,1144672.0
0.3178238407,0.233986662,0.7677567826,0.7010457871,0.0941010756,0.0425654815,156.429,106392.0,23264.0,81745.0,1428559.0,1061342.0
0.7382880912,0.2559039779,0.7467168365,0.9400622649,0.1191324035,0.0340151893,147.15,106392.0,23264.0,81745.0,1684812.0,1283323.0
0.8380121561,0.3507209436,0.4606622779,0.9250791391,0.2386414772,0.0321385357,129.268,106392.0,23264.0,81745.0,1763873.0,1413428.0
0.5727633872,0.2970563229,0.4988128206,0.7478752524,0.1066682245,0.0372109465,148.346,106392.0,23264.0,81745.0,3384593.0,1653330.0
0.9180934256,0.3207596616,0.9939634776,0.9294336652,0.0454336198,0.0446187811,100.308,50051.0,26063.0,43927.0,4224248.0,2949511.0
0.9474226066,0.3554365275,0.151303427,0.0022793555,0.1033727859,0.0297473889,130.473,502079.0,261369.0,548664.0,4800526.0,4774797.0
0.7678750124,0.5045003914,0.3738807806,0.0871862676,0.106845317,0.0359466857,107.3,75409.0,70241.0,85921.0,3485032.0,1566443.0
0.5249128271,0.5461965545,0.6138142179,0.8007018628,0.0817256311,0.0274461073,146.124,75409.0,70241.0,85921.0,3947409.0,2312212.0
0.0004512028,0.2665196866,0.9895364245,0.7849127505,0.0498429566,0.129862592,162.773,785405.0,185866.0,877244.0,1871529.0,4898193.0
0.0333130099,0.3851337744,0.8541683591,2.885e-07,0.0955361335,0.0392694887,135.668,38373.0,71486.0,51900.0,5363674.0,2811503.0
0.9079881055,0.4573213846,0.5808455364,0.929825186,0.1206462243,0.0345512114,101.262,96638.0,48634.0,105873.0,6031986.0,3637465.0
0.9926865883,0.2486188741,0.2561925707,0.8238542856,0.090126849,0.0266085019,93.344,96638.0,48634.0,105873.0,5216796.0,2162127.0
0.9211518439,0.3730424979,0.2203914086,0.9263626322,0.1492777373,0.0334585971,117.597,96638.0,48634.0,105873.0,6031986.0,4160124.0
0.991954118,0.2970348005,0.2692308585,0.7782337908,0.091985367,0.0278286862,141.871,96638.0,48634.0,105873.0,5637424.0,2488323.0
0.678173911,0.2049586218,0.5719771447,0.9525522238,0.4819093587,0.0701212749,139.141,222587.0,184100.0,236195.0,4800526.0,5714259.0
0.8869822548,0.3236012176,0.9497903801,0.9709787988,0.1437832172,0.0566883757,143.238,36970.0,2186.0,2091.0,3731571.0,1007193.0
0.1714061892,0.456081451,0.6807506103,0.9307115161,0.0812015595,0.0286286747,107.08,36970.0,2186.0,2091.0,578173.0,372273.0
0.7635204582,0.4175092048,0.5725785684,0.9232923751,0.0762102565,0.0297530341,148.2,379735.0,194136.0,409863.0,5527701.0,5714259.0
0.3480649367,0.3562572538,0.9099715202,0.9166304744,0.1149621142,0.098477656,95.917,1055251.0,457295.0,1302561.0,385301.0,1176585.0
0.2571881247,0.6203067972,0.478474574,0.9319728341,0.069354551,0.0364161313,139.967,2684.0,18055.0,3493.0,5608805.0,3637465.0
0.2825779092,0.6425352397,0.3747158717,0.9076708675,0.0775792213,0.0417894814,129.994,2684.0,18055.0,3493.0,5480652.0,3637465.0
0.8904816132,0.4669434522,0.010606141,0.8356770502,0.1115640739,0.0499909402,60.109,113103.0,354871.0,122152.0,5885482.0,2958670.0
0.9473671137,0.4124128932,0.0056461135,0.6178911558,0.1115680163,0.0446709149,105.136,113103.0,354871.0,122152.0,5527701.0,4898193.0
0.9755329694,0.5112845147,0.0076837273,0.0001396762,0.1112785552,0.0465937853,70.125,113103.0,354871.0,122152.0,4116152.0,1176968.0
0.9951393995,0.4900795346,0.1421763642,0.8292220484,0.1111910695,0.0456854722,118.87,37185.0,27185.0,34653.0,3424064.0,1943900.0
0.988143649,0.5531185106,0.0369685228,0.4908951227,0.1116284446,0.0419640455,124.476,37185.0,27185.0,34653.0,4386332.0,1255495.0
0.9933723678,0.4752829216,0.0642428245,0.7156848823,0.0945233547,0.0640034876,141.624,37185.0,27185.0,34653.0,3917151.0,1440699.0
0.4039216238,0.8821154164,0.730221734,0.0001382297,0.2229998809,0.3299940353,127.91,424390.0,239989.0,459996.0,960853.0,3115526.0
0.2780773408,0.8480320896,0.4594800302,6.2024e-06,0.1050201403,0.5196737403,148.014,424390.0,239989.0,459996.0,648828.0,2393794.0
0.3874791447,0.3312823484,0.3823893252,0.6904913517,0.1237793435,0.0344457065,172.981,261156.0,58978.0,277622.0,4932334.0,4160124.0
0.6126745069,0.3397036469,0.6032309648,0.9736856609,0.2543687402,0.0363023365,150.396,33230.0,24984.0,28300.0,3817527.0,1679227.0
0.6012892319,0.5018140239,0.517443746,0.4146387701,0.2612522258,0.0320451541,149.784,33230.0,24984.0,28300.0,306563.0,447218.0
0.7638457456,0.3501798106,0.3520154147,0.93691035,0.1519636109,0.0336401636,147.631,33230.0,24984.0,28300.0,1639851.0,942327.0
0.667411115,0.3321952597,0.4141141714,0.8336766271,0.4018085911,0.0305358195,92.127,33230.0,24984.0,28300.0,3814847.0,1187162.0
0.4754642474,0.4056087655,0.387384947,0.7687369143,0.1659039603,0.0286598155,157.156,33230.0,24984.0,28300.0,3389382.0,1087139.0
0.9452718195,0.337005934,0.1350242343,0.2126016266,0.1141882178,0.0328044696,153.98,60162.0,62418.0,71938.0,4582239.0,2312212.0
0.8782384304,0.3065064947,0.2892141687,0.9363901592,0.1219207283,0.0414346355,122.327,60162.0,62418.0,71938.0,4457965.0,3322263.0
0.4685848084,0.4532023385,0.5694094105,0.9277646962,0.1097583714,0.0358444733,78.63,71806.0,81198.0,82611.0,5699997.0,2958670.0
0.2467912291,0.7828151605,0.2147433279,0.0086575201,0.1227199774,0.0573770214,86.921,94770.0,2160.0,5368.0,3792301.0,942327.0
0.8127597429,0.4006777081,0.1098506431,0.1251509129,0.1114536077,0.0443710692,120.634,94770.0,2160.0,5368.0,3543725.0,1187162.0
0.1306133842,0.5824075253,0.2368090194,0.0916532611,0.2607408075,0.0811706181,42.999,94770.0,2160.0,5368.0,4567269.0,1679227.0
0.9821784652,0.6054307722,0.3133724239,0.4774124989,0.4408622394,0.0389077008,125.524,56419.0,23522.0,44754.0,110485.0,83542.0
0.8853892356,0.3162329142,0.5435711513,0.8305056852,0.1122499315,0.0436899306,157.063,56419.0,23522.0,44754.0,1672068.0,580258.0
0.8549678226,0.4854529906,0.7712614297,0.9012022108,0.1717078574,0.0720204881,164.89,28557.0,37365.0,39281.0,3891986.0,1150024.0
0.759465377,0.3960412633,0.9244203206,0.7371199202,0.1246262128,0.0513762859,167.889,363402.0,160078.0,391002.0,325081.0,986023.0
0.9772041591,0.4639420233,0.5358186619,0.3765413315,0.0616391353,0.041132491,130.821,68436.0,13895.0,31123.0,1584688.0,1303816.0
0.9441270973,0.7179840393,0.7633509711,0.6729083923,0.1360042337,0.0504998623,125.138,68436.0,13895.0,31123.0,454416.0,289941.0
0.9867324186,0.5368890484,0.6083437764,0.6078195688,0.1084017491,0.0538328259,137.531,68436.0,13895.0,31123.0,929712.0,434417.0
0.9332341934,0.6938610585,0.7193133513,0.7917229118,0.1299654733,0.052462804,120.191,68436.0,13895.0,31123.0,894397.0,867387.0
0.9455199053,0.5627652184,0.7475076601,0.7559532627,0.0864314448,0.0471016255,71.516,68436.0,13895.0,31123.0,574620.0,378585.0
0.9547914541,0.7748686492,0.7143203135,0.5855999302,0.0765191736,0.035145637,145.045,68436.0,13895.0,31123.0,4132885.0,988140.0
0.9123674386,0.3607972832,0.7123272949,0.648556704,0.1724022341,0.0420198333,118.567,68436.0,13895.0,31123.0,3759581.0,1566443.0
0.9094581353,0.3579066619,0.8121897328,0.9291401229,0.109107873,0.1110114146,95.18,64145.0,38858.0,73782.0,3480179.0,1065709.0
0.9312981138,0.5099097491,0.7287964946,0.897103981,0.1768289068,0.0436865936,90.097,64145.0,38858.0,73782.0,5756079.0,4898193.0
0.9890880643,0.5873330964,0.6982750216,0.8005522285,0.1070215032,0.0689024144,127.237,64145.0,38858.0,73782.0,4189445.0,1060876.0
0.8932009956,0.3618870506,0.1866964712,0.9078538066,0.1029311993,0.0290642486,76.728,260041.0,65685.0,276386.0,3727995.0,1283323.0
0.8103741093,0.5298376744,0.1946418456,0.8875682722,0.1103281098,0.0337871539,72.315,260041.0,65685.0,276386.0,1424169.0,817124.0
0.451337377,0.5214875661,0.6766055744,0.9161493937,0.1186175391,0.0395133989,140.091,51303.0,16760.0,27657.0,3827591.0,746347.0
0.2127556241,0.46157694,0.8274598629,0.9255552507,0.2367548862,0.0333688682,147.896,51303.0,16760.0,27657.0,5756079.0,2210235.0
0.9823851726,0.7281724036,0.3815182997,0.6993200242,0.0848939586,0.0447078528,101.868,51303.0,16760.0,27657.0,3931480.0,1566443.0
0.7765376308,0.6737787814,0.3713167173,0.4726000456,0.1145218409,0.0371054809,115.793,51303.0,16760.0,27657.0,583790.0,434349.0
0.3310746758,0.5505795678,0.8521625863,0.9176574977,0.0885424599,0.0338423576,123.193,51303.0,16760.0,27657.0,1871529.0,1814793.0
0.738763245,0.5548554644,0.2828834783,0.6434612729,0.171614974,0.0288644964,82.29,51303.0,16760.0,27657.0,5643787.0,4898193.0
0.0413940525,0.4405317591,0.2999266592,0.6940053529,0.298820825,0.0454746987,115.588,51303.0,16760.0,27657.0,3765235.0,787446.0
0.7411136742,0.5734934014,0.3668309106,0.912565181,0.2868714989,0.0265167809,87.169,51303.0,16760.0,27657.0,4335364.0,1907527.0
0.0758554767,0.5309971786,0.517706136,0.8851313898,0.2031603483,0.0284259699,127.159,51303.0,16760.0,27657.0,5121293.0,2958670.0
0.5591781137,0.5378630219,0.7749804126,0.9413098791,0.1227503263,0.0358465543,131.677,96382.0,15078.0,53864.0,5777972.0,2958670.0
0.0688417343,0.382956905,0.7568845873,0.7308243423,0.1453847869,0.0646872794,132.486,96382.0,15078.0,53864.0,4446996.0,1865305.0
0.7040360551,0.3743349389,0.80652975,0.9504049268,0.1981079241,0.0468471336,128.813,96382.0,15078.0,53864.0,4878008.0,713156.0
0.7641757177,0.2298056995,0.5700126815,0.8585579578,0.1513157807,0.0457119558,128.583,96382.0,15078.0,53864.0,5752802.0,991378.0
0.345906356,0.3511238577,0.4811397856,0.0552784264,0.2255752635,0.0432435842,92.635,96382.0,15078.0,53864.0,3831829.0,1644504.0
0.3904827084,0.3932905566,0.804488567,0.8129152295,0.0980365839,0.0392604386,124.51,96382.0,15078.0,53864.0,4878188.0,1071436.0
0.0381102593,0.2186949592,0.8980940379,0.7805545599,0.1400190266,0.0510170252,67.938,96382.0,15078.0,53864.0,5886649.0,2389829.0
0.1940246494,0.3495789181,0.4739023944,0.9458360969,0.3670095491,0.0516428891,93.394,54758.0,17783.0,31942.0,960853.0,4898193.0
0.4083867117,0.051307487,0.3310534519,0.9544177341,0.2470881522,0.0553456557,242.58,54758.0,17783.0,31942.0,4750165.0,1907527.0
0.2301191865,0.3591129185,0.5930512105,0.9417916382,0.262578313,0.0552795779,83.684,54758.0,17783.0,31942.0,3749501.0,1676106.0
0.4296010756,0.1631300163,0.4070801708,0.9519817141,0.1115666257,0.0373515552,61.39,54758.0,17783.0,31942.0,5854639.0,3287879.0
0.839474244,0.5923899539,0.2310543815,0.9183394919,0.1518759245,0.0297342578,100.08,2635.0,2544.0,397.0,1611213.0,528869.0
0.5922840352,0.4912501652,0.1863900002,0.9143299652,0.1173038201,0.0352193515,130.957,2635.0,2544.0,397.0,463147.0,304599.0
0.9276261436,0.3425638121,0.0946895207,0.8769725749,0.1194164618,0.0281637143,76.871,2635.0,2544.0,397.0,853461.0,425888.0
0.9443183534,0.4124454743,0.1585333831,0.6195417224,0.1156263138,0.0267773861,108.102,2635.0,2544.0,397.0,5303057.0,3637465.0
0.991085484,0.6048466493,0.2919162003,0.7404073473,0.1124490951,0.0336523856,111.021,45860.0,30865.0,47561.0,5755040.0,2929600.0
0.9574785287,0.2565653678,0.1118197155,0.5265161519,0.1123280896,0.0302453588,86.384,45860.0,30865.0,47561.0,5913064.0,1882647.0
0.9892409003,0.4363907849,0.2110299338,0.461752128,0.1131159481,0.036053712,111.306,45860.0,30865.0,47561.0,4770988.0,1632909.0
0.9556189719,0.5960776084,0.4801689742,0.8447248155,0.1339280027,0.0334155384,114.027,45860.0,30865.0,47561.0,5130260.0,2904036.0
0.9382455965,0.5301035271,0.3119759225,0.8232145895,0.0990048174,0.0352947072,120.927,45860.0,30865.0,47561.0,3398564.0,745442.0
0.981967924,0.3044156254,0.6169900221,0.0001361127,0.591604742,0.0648341085,166.083,498437.0,369293.0,544558.0,4230037.0,3637465.0
0.6154984506,0.5202975197,0.2511645832,0.101946676,0.1405237532,0.0856380826,111.215,86088.0,73227.0,95807.0,1533319.0,2811503.0
0.5451504739,0.5065279225,0.2884315282,0.7626969548,0.3315840858,0.0360978393,93.76,86088.0,73227.0,95807.0,4796609.0,2216397.0
0.6668150687,0.1561332742,0.6284613575,0.9455587115,0.4838385524,0.0763054613,103.781,132828.0,96299.0,141909.0,1786727.0,940155.0
0.4936210088,0.1195914915,0.8357348348,0.867190852,0.1906551053,0.1196280738,152.342,132828.0,96299.0,141909.0,4187827.0,1653330.0
0.2046560588,0.3136996839,0.7396521845,0.8985416656,0.5956346735,0.0419601475,103.389,132828.0,96299.0,141909.0,4929416.0,2312212.0
0.0192094757,0.1799402759,0.9313505821,0.1452352903,0.6974450288,0.0938193667,121.908,132828.0,96299.0,141909.0,5675735.0,2958670.0
0.9124694707,0.3934034454,0.2853514213,0.874023745,0.11138245,0.0359210144,160.832,78679.0,18152.0,50147.0,6085418.0,5932950.0
0.9752778665,0.5622906086,0.0494648388,0.0009180197,0.1434349764,0.0326595979,89.878,423138.0,168504.0,458622.0,4932334.0,4898193.0
0.9297281674,0.2571043178,0.0061646477,0.712865777,0.1022654124,0.0421120813,72.979,96020.0,63842.0,105265.0,5142250.0,2958670.0
0.9873854309,0.268289291,0.0081024377,0.0007974063,0.3377434051,0.0420588983,108.399,96020.0,63842.0,105265.0,4137581.0,1294586.0
0.9805142193,0.340662934,0.6385166584,0.9487616462,0.0822829882,0.6394153763,78.504,357223.0,70631.0,384154.0,1871529.0,4873441.0
0.9877738394,0.2268167613,0.7084639482,0.9380492335,0.1139766144,0.0539427887,140.624,197089.0,214103.0,208648.0,5886649.0,3510719.0
0.973776737,0.3469137115,0.4974814054,0.4651684818,0.1772192147,0.0723481381,119.238,105768.0,53153.0,114901.0,4774361.0,1792451.0
0.9680470427,0.2195702453,0.4574520564,0.2472478512,0.2476654347,0.0791778767,164.333,105768.0,53153.0,114901.0,5427828.0,2162127.0
0.9627247213,0.2438724574,0.5958688651,0.8300066889,0.339534122,0.0697851636,167.549,105768.0,53153.0,114901.0,5777032.0,1454475.0
0.5642962936,0.6900359079,0.2979735154,0.051953245,0.0570173925,0.0597005742,106.266,105768.0,53153.0,114901.0,4553805.0,1175709.0
0.5564518193,0.460887758,0.445706743,0.2207762264,0.0880790253,0.2810342669,141.903,262665.0,173912.0,279316.0,3545537.0,1624549.0
0.716128731,0.5148940834,0.3420512451,0.0442328975,0.2115255431,0.5907036206,143.48,262665.0,173912.0,279316.0,3747810.0,1852093.0
0.7050199118,0.4854052061,0.2332089702,0.0079249967,0.1158732325,0.1101314887,149.353,262665.0,173912.0,279316.0,4582239.0,2393794.0
0.8802587624,0.4546628287,0.4446540489,0.9682741426,0.0910954258,0.0354433596,141.032,101006.0,12848.0,49162.0,3372261.0,1007193.0
0.9181003269,0.3678596317,0.3605945352,0.9653085079,0.0838771989,0.0319478369,145.656,101006.0,12848.0,49162.0,5467060.0,2003961.0
0.8775671273,0.3961679435,0.2732267082,0.9666641925,0.112125959,0.0264697042,67.621,101006.0,12848.0,49162.0,4384450.0,1187162.0
0.8672543437,0.7187587932,0.398635374,0.8399836247,0.0848201059,0.0340157299,121.342,228182.0,3602.0,42367.0,822068.0,605385.0
0.9472093806,0.6316640805,0.3591604824,0.951637904,0.132881025,0.0355404167,121.779,228182.0,3602.0,42367.0,785824.0,528660.0
0.9689621422,0.5842488376,0.3309017124,0.6920228003,0.1337544646,0.0383782857,111.683,228182.0,3602.0,42367.0,452689.0,480678.0
0.9676643946,0.6298502577,0.3741901764,0.8836239905,0.1178809286,0.0367865183,131.533,228182.0,3602.0,42367.0,869069.0,672993.0
0.9763501581,0.6034549255,0.3214547876,0.8889665366,0.1087926795,0.0342082518,122.075,228182.0,3602.0,42367.0,280697.0,387791.0
0.9767347016,0.7071389608,0.2882942962,0.8745379219,0.1169831152,0.0297127425,103.087,228182.0,3602.0,42367.0,65999.0,71650.0
0.936462786,0.6513994664,0.2848467247,0.9261550248,0.0912663182,0.0280332819,111.737,228182.0,3602.0,42367.0,634587.0,543697.0
0.9795568063,0.6938845713,0.338747383,0.9174448782,0.099829045,0.0340596223,91.011,228182.0,3602.0,42367.0,1500408.0,424551.0
0.980440548,0.6439517184,0.5332384774,0.9271541139,0.1239831134,0.0319929778,135.845,228182.0,3602.0,42367.0,901789.0,707671.0
0.9144847116,0.2079926531,0.9670095918,0.9032721291,0.1000481794,0.0517110189,163.404,144753.0,84042.0,154374.0,3811199.0,783863.0
0.8319971549,0.3034516638,0.9624458169,0.9301495642,0.0993517291,0.0544486094,168.953,144753.0,84042.0,154374.0,4594957.0,1610536.0
0.9084945739,0.3318304318,0.5717658307,0.2980567591,0.17189218,0.0503483268,115.169,100204.0,9416.0,34405.0,1816386.0,1653330.0
0.755931543,0.3482135481,0.741522977,0.7055053793,0.0733366225,0.0333771405,140.875,100204.0,9416.0,34405.0,1865257.0,1622555.0
0.71970543,0.1991450713,0.7498439632,0.8927612837,0.0948505802,0.0407625545,99.996,100204.0,9416.0,34405.0,4553805.0,2312212.0
0.6949489746,0.3773827544,0.3528079593,0.5891133346,0.3578609054,0.0414288674,92.979,100204.0,9416.0,34405.0,5032967.0,5933554.0
0.7759162664,0.2179087882,0.2481521928,0.8032717199,0.2212553461,0.0314378579,149.922,100204.0,9416.0,34405.0,3367173.0,1907527.0
0.8052285998,0.2869566082,0.4025345005,0.3301851703,0.1208784598,0.0438766401,117.483,100204.0,9416.0,34405.0,4392716.0,2958670.0
0.7147828447,0.495684928,0.3810329607,0.2427365074,0.0967176702,0.0345627099,125.308,100204.0,9416.0,34405.0,3724787.0,2467066.0
0.7613274766,0.2772628641,0.7055479489,0.7444089015,0.2053256736,0.0447060665,140.901,371483.0,203735.0,400128.0,4644902.0,5415434.0
0.6106329276,0.5130874965,0.5669937742,0.8738374576,0.1126700628,0.0399552604,131.319,483678.0,380838.0,528107.0,233784.0,1279689.0
0.965274383,0.6192514711,0.1236011192,0.1111800151,0.0877869938,0.0596092095,75.889,226003.0,100200.0,239828.0,3583250.0,5714259.0
0.7971421162,0.3255249274,0.3805342211,0.6077351656,0.1643466102,0.041509228,161.291,62757.0,15170.0,30868.0,1573415.0,779757.0
0.4263821466,0.3372106688,0.340716014,0.0873613638,0.1503041233,0.0362441495,168.735,62757.0,15170.0,30868.0,5871587.0,4898193.0
0.2508342812,0.245585941,0.4643300953,0.799154967,0.4456563794,0.0279012088,179.811,62757.0,15170.0,30868.0,887444.0,482984.0
0.6104620066,0.4794214385,0.5043598746,0.5452928819,0.1205519135,0.0438038652,178.271,62757.0,15170.0,30868.0,454666.0,216953.0
0.6003177234,0.1455615534,0.3042135849,0.8451971245,0.122455049,0.0403453739,89.478,53906.0,12457.0,21788.0,4333770.0,1087139.0
0.6581672667,0.1423180292,0.4886572363,0.9185615617,0.2703661654,0.0642943165,137.606,53906.0,12457.0,21788.0,4893546.0,2003961.0
0.9570113253,0.175472349,0.2777890414,0.342996,0.1067937716,0.0440584711,121.177,53906.0,12457.0,21788.0,4213555.0,682851.0
0.5146310626,0.3903600494,0.509240895,0.9534925323,0.3717028749,0.0690599152,93.704,84607.0,13505.0,40922.0,3558713.0,865985.0
0.5837493532,0.4733391002,0.4413672903,0.7481173173,0.1759724994,0.0328699661,98.684,84607.0,13505.0,40922.0,581592.0,168236.0
0.5546066439,0.7183421033,0.4731691957,0.9182439469,0.2186664915,0.0437372743,129.3,84607.0,13505.0,40922.0,3396483.0,818578.0
0.9243880861,0.3934985041,0.6043295499,0.9068075024,0.3603763804,0.0884604261,100.811,84607.0,13505.0,40922.0,5608805.0,4160124.0
0.8208228925,0.5441048786,0.0253482885,8.011e-06,0.0524521728,0.0625023715,128.323,21171.0,15161.0,12894.0,3448832.0,942327.0
0.5086175213,0.4785219261,0.5253334545,0.0503403722,0.0678635258,0.1361385614,207.011,21171.0,15161.0,12894.0,233442.0,187036.0
0.9811669294,0.4393855382,0.0024528342,1.4522e-06,0.0795713222,0.0628438787,97.548,21171.0,15161.0,12894.0,4414659.0,1459089.0
0.2799768813,0.4156203612,0.7701436785,0.8970278394,0.3617182934,0.1104803627,173.992,86719.0,6903.0,19967.0,158084.0,188908.0
0.2209234723,0.3454192492,0.9195109633,0.9097449927,0.3888200683,0.158557262,165.989,86719.0,6903.0,19967.0,192166.0,222458.0
0.2124572251,0.3831137993,0.6052403353,0.9049934736,0.2199077279,0.0536860377,164.045,86719.0,6903.0,19967.0,151007.0,190770.0
0.0198808902,0.4930332916,0.8299644368,0.7504977177,0.3108962964,0.1145229436,117.323,86719.0,6903.0,19967.0,232481.0,248883.0
0.3762652492,0.1450665359,0.2218418158,0.9251236363,0.70336439,0.0696215329,135.974,86719.0,6903.0,19967.0,194267.0,277448.0
0.2815423401,0.4937486272,0.595018309,0.9328696602,0.0922660241,0.0631818089,162.02,86719.0,6903.0,19967.0,142756.0,174670.0
1.22793e-05,0.3200744181,0.7513183599,0.830698008,0.2345895538,0.4284880562,182.971,126787.0,25123.0,99594.0,5121293.0,2958670.0
0.5506124298,0.6393641038,0.6300460234,0.8875249992,0.0939319052,0.063089612,120.047,94770.0,2160.0,5368.0,4230037.0,1459089.0
0.0590073495,0.7478762196,0.8178213112,0.6784432829,0.1031936358,0.0470102547,102.672,94770.0,2160.0,5368.0,5637424.0,2488323.0
0.9613917241,0.2613266304,0.2432535223,0.9611410695,0.110071827,0.0386967474,98.243,81570.0,41712.0,91593.0,5295148.0,1296002.0
0.8710431498,0.3508741048,0.0439470636,0.8437305585,0.7159458358,0.0335952679,112.755,53959.0,615.0,693.0,279256.0,273729.0
0.9646123362,0.2472987541,0.0231587689,0.6968522865,0.0936284287,0.038331432,121.444,53959.0,615.0,693.0,133003.0,197030.0
0.9486774586,0.1371992419,0.0247403596,0.0030670489,0.1209029963,0.0494376494,211.283,53959.0,615.0,693.0,561896.0,331860.0
0.9605239792,0.37873456,0.6003935446,0.9545928638,0.1296032979,0.0282253019,147.008,60162.0,62418.0,71938.0,3358604.0,1653330.0
