artist_id,artist_name,artist_active_year_begin,artist_active_year_end,artist_members,artist_favorites,artist_comments,artist_location
10054,The Love Language,2011,2025,Stuart McLamb - Vocals/Guitar BJ Burton - Guitar Missy Thangs - Keys Justin Rodermond - Bass Jordan McLamb - Drums,1,0,"Raleigh, NC"
10055,Truckasauras,2011,2025,"Adam Swan, Tyler Swan, Ryan Trudell, Dan Bordon",2,1,"Seattle, WA"
10056,The Walkmen,2011,2025,"Paul Maroon (guitar, piano) Walter Martin (organ/bass) Matt Barrick (drums) Peter Bauer (bass/organ) Hamilton Leithauser (vocals, guitar)",6,0,"New York, NY
Philadelphia, PA"
10057,Blue Giant,2011,2025,Kevin Robinson Anita Robinson Evan Railton Jesse Bates W.C. Beck,0,0,"Portland, OR"
10058,Ra Ra Riot,2011,2025,"Wes Miles (vocals, keys) Milo Bonacci (guitar) Matthieu Santos (bass) Alexandra Lawn (cello, vocals, keys) Rebecca Zeller (violin) Gabriel Duquette (drums).",4,0,"Syracuse, NY"
10059,Narrows,2011,2025,Jodie Cox: Guitars Ryan Frederiksen: Guitars Sam Stothers: Drums Dave Verellen: Voice Rob Moran: Bass,0,0,"Seattle, WA
London, UK
San Diego, CA"
10060,Huun Huur Tu,2011,2025,Kaigal-ool Khovalyg Sayan Bapa Radik Tülüsh Alexei Saryglar Past members: Albert Kuvezin Alexander Bapa Andrey Mongush Anatoli Kuular,28,0,Tuva Republic
10066,Medo's Little Trap,2011,2025,"Domenico Mannelli (voice,guitar) Danilo Mannelli (doublebass) Matteo de Rossi (guitar) Luigi Martino,Elvin Dhimitri,Luca Dorelli (violin) Francesca Ciampa, Ornella Amodio, Nora Capozio (voice) Anna Rollando (viola) Silvia Di Giulio (cello) Vezio Maria Randelli (drum)",1,0,Rome (Italy)
10067,Crush,2011,2025,,0,0,
10068,VİYA,2011,2025,"Zeynep Türkmen: Violin, Percussion Barış Demirel: Trumpet, Vocals, Melodica Özgür Çakır: Guitars & Effects Aydın Türkoğlu: Bass Guitar , Drums Ege Türkmenler: Drums",4,0,Turkey
10069,Teddy Paçoca Preto Loco e Renato Fabbri,2011,2025,,1,0,Brazil
10071,East of Borneo,2011,2025,Michael DeQuattro John Robert Ferguson Lyn Goeringer Jim Moses,1,1,"Providence, Rhode Island"
10072,Frump! Strumpet! Strife!,2000,2025,Eleanor Balson Jamie Fillmore Gregory Jacobsen Thymme Jones,6,2,Chicago
10074,Gyanism,2011,2025,"Joel Stern, Yusuke Akai, Daiji Igasashi, Scott Sinclair",1,0,"Brisbane, Australia"
10075,Boy & The Echo Choir,2011,2025,,0,0,
10076,Shigeto,2011,2025,,6,0,
10077,Dubalizer,2011,2025,,3,0,
10078,Small Radio,2011,2025,,1,0,
10079,Giggs,2011,2025,,2,0,
10080,Mathias Schaffhaeuser,2011,2025,,1,0,
10082,NEW YORK,2011,2025,,11,5,
10083,Arklight,2011,2025,,1,1,
10085,Deep Singh and Ikhlaq Hussain Khan,2011,2025,Deep Singh - Tabla Ikhlaq Hussain Khan - Sitar,2,0,"New York, New York"
10086,Aterciopelados,1992,2025,"Andrea Echeverri -- vocalist/guitarist, Héctor Buitrago -- bassist/arranger",2,0,"Bogotá, Cundinamarca, Colombia"
10089,Active Child,2011,2025,Pat Grossi,1,0,"Los Angeles, CA"
10090,Visqueen,2011,2025,Rachel Flotard - Guitar/Mouth Ben Hooker - Drums Cristina Bautista - Bass/Harmonizing Mountain Barb Hunter (when we're lucky enough to have her) - Electric Cello Avel Sosa - Breef Case/Old Man Whistle,0,0,"Seattle, WA"
10091,Wavves,2011,2025,Nathan Williams Stephen Pope Jacob Cooper,3,0,"San Diego, CA"
10092,Slacktone,2011,2025,"Dave Wronski -- Guitarist and songwriter, Dusty Watson -- Drums, Sam Bolle -- Bass",1,0,"Los Angeles & Orange County, CA"
10093,The Missionary Position,2011,2025,"Jeff Angell, Benjamin Anderson",0,0,"Seattle, WA"
10094,Dr. Fuzz,1977,2025,,3,3,"Subotica, Former Yugoslavia (Serbia)"
10098,Innig,2011,2025,,6,0,"Brisbane, Australia"
10099,Terrakota,2011,2025,,1,0,
101,Charles Manson,2008,2025,,9,0,San Qunetin
1010,Josh Mease,2008,2025,,2,0,
10100,Rotterdam Ska Jazz Foundation,2011,2025,,5,2,
10102,Scarm,2011,2025,,2,0,"St. Petersburg, Russia"
10105,The Munitionettes,2008,2025,"Christoph Crimson - Guitar, Gameboy, Wild Animal Cries Sam Decimus - Drums, Savage Howling",5,0,Milwaukee
10106,Sarah Weis,2004,2025,,1,0,Chicago
10107,The Carrier Wave,2011,2025,,8,0,chicago
1011,Measles Mumps Rubella,2002,2007,Chuck Bettis Robert Austin Mark Ropelewski Ryan M. Hicks former vocalist = Brett Lyman,14,2,"Washington, DC/Brooklyn, NY"
10110,various @ semlabel,2011,2025,,14,0,
10113,Trio Metrik,2009,2025,David Perlzweig – piano Kristoff Becker – cello Sebastian Arnold – drums and percussion,6,0,"Berlin, Germany"
10114,Khaira Arby,2011,2025,,6,0,Mali
10115,Jaill,2002,2025,"Vincent Kircher, Austin Dutmer, Andrew Harris and Ryan Adams",0,0,"Milwaukee, Wisconsin"
10116,Frankie & the Pool Boys,2008,2025,Ferenc Dobronyi - Guitar Danny Snyder - Guitar Tony Bald - Bass Karen Dobronyi - Keyboards Naotaka Seki - Drums (August tour) Dusty Watson - Drums (September tour),1,0,"San Francisco, CA"
10117,Clinical Archives Mix,2011,2025,,10,1,
10119,Roscoe Mitchell,2011,2025,,6,0,
1012,Meat Puppets,1980,2025,"Curt Kirkwood Cris Kirkwood Shandon Sahm Former members: Derrick Bostrom, Kyle Ellison, Andrew Duplantis, Troy Meiss, Ted Marcus",9,2,
10120,Jerome Bourdellon/Thomas Buckner/Dalila Khatir/Roscoe Mitchell,2011,2025,,1,0,
10121,Nafta,2011,2025,"Bane (vocals, guitar) Aleksa - Drums Risto - Bass",3,0,"Subotica, Serbia"
10122,Cubenx,2011,2025,,1,0,
10123,Offthesky,2011,2025,,2,0,
10124,Un Escargot Vide ? Feat. Ono Osamu,2011,2025,,1,0,
10125,Koutaro Fukui,2011,2025,,0,0,
10126,Manrico Montero,2011,2025,,1,0,
10127,Imagho Feat. Moinho,2011,2025,,0,0,
10128,Saito Koji,2011,2025,,47,0,"Fukushima, Japan"
10129,Hiroki Sasajima,2011,2025,,3,0,
10130,Sébastien Druot,2011,2025,,0,0,
10131,Brometer,2011,2025,,0,0,
10132,Mathon,2011,2025,,0,0,
10133,Brendan Paxton,2011,2025,,0,0,
10134,Segue,2011,2025,,0,0,
10136,Benfay,2011,2025,,0,0,
10137,Sgis,2011,2025,,0,0,
10138,Entia Non,2011,2025,,1,0,
10139,Letna,2011,2025,,4,1,
10140,Fjordne,2011,2025,,1,0,
10141,Fax,2011,2025,,2,0,
10143,Aethyr,2009,2025,Mr.D and Mr.W.,4,0,unknown
10144,Croxford/Andrews,2011,2025,,0,0,
10145,Various Artists,2011,2025,,51,0,
10146,My3yeah,2011,2025,,1,0,
10147,Caligine,2011,2025,,4,0,
10148,Kyle Clyde,2011,2025,,1,0,
10149,Donato Epiro,2011,2025,,0,0,
1015,Dan Melchior,1998,2025,"Durham, NC",23,0,
10150,Gamardah Fungus,2011,2025,"Sergey Yagoda, Igor Yalivec",4,0,"Dnipropetrovsk, Ukraine"
10151,Ø+yn,2011,2025,,0,0,
10152,Auraboris,2011,2025,,1,0,
10153,Hokkei Quartet,2011,2025,Andrej Bogatyriov Andrij Orel Nastasia Terekhova Yuri Kulishenko,2,0,"Kharkiv/Lviv, Ukraine"
10154,NaDa BaBa,2005,2025,James Barrett,4,0,"Umeå, Sweden"
10155,Christian Television,2011,2025,,0,0,
10156,House Of Assignation,2011,2025,,0,0,
10157,Inca Gold,2011,2025,,0,0,"London, UK"
10159,Shogun,2011,2025,,1,0,
10160,Blitz Lunar,2011,2025,,0,0,
10161,Kulor,2011,2025,,1,0,
10162,Keishi Yonao,2011,2025,,0,0,
10163,"Torben ""Metal"" Hansen",2011,2025,,0,0,
10164,Bomb Boy,2011,2025,,0,0,
10165,hally feat. Seiko Kobuchi,2011,2025,,0,0,
10166,Tsuyoshi Shimokura,2011,2025,,0,0,
10167,Madbrain,2011,2025,,0,0,
10168,Utabi Hirokawa,2011,2025,,0,1,
10169,hizmi,2011,2025,,0,0,
1017,Dan Melchior und Das Menace,1998,2025,live - Dan Melchior Letha Rodman Melchior Tony Allman Matt Bisarro,23,0,"Durham, NC"
10170,Simon Stålenhag,2011,2025,,1,0,
10171,Dong,2011,2025,,0,0,
10172,Louis G,2011,2025,,0,0,
10173,hex125,2011,2025,,0,0,
10174,Eastern Watershed Klezmer Quartet,2011,2025,"Janice Coppola, clarinet and bass clarinet Lynette Garlan, accordion Phil Van Ouse, Helicon and trombone RJ Heid on percussion",1,0,"Pittsburgh, PA"
10175,Fergus & Geronimo,2011,2025,Jason Kelly Andrew Savage,4,0,"Denton, TX"
10177,Baker/Lipstate/Sims,2011,2025,Aidan Baker (drums) Sarah Lipstate (guitar) David Wm Sims (bass),4,0,
10178,Varropas,2011,2025,,0,0,
10179,throuRoof,2011,2025,,0,0,
1018,Daniel Menche,1989,2025,Daniel Menche,9,0,"Portland, Oregon"
10180,Kreamy 'Lectric Santa,1993,2025,Currently Robert Price Priya Ray Morgan Stickrod Andy Loebs,6,0,"Asheville, NC"
10182,Fishtank Ensemble,2011,2025,Fabrice Martinez - violin and violintromba Ursula Knudson - saw/voice/violin Douglas Smolens - guitar Djordje Stijepovic - basss,13,0,"Los Angeles, CA"
10183,MWE,2011,2025,"Peter Jaques: Clarinet Greg Jenkins: Clarinet Samual Atchley: Clarinet Calvin Lai: Zurna Sean Tergis: Davul Faisal Zedan: Dumbek, Riqq",15,0,"Oakland, CA"
10184,Suburban Howl,2011,2025,,1,0,
10188,Rozsa has become... Madárka,2010,2017,"Our current (2017) line up is Harry Sweet, fiddle, mandolin, vocals. Jim Luckner sax, clarinet. Fre Atlast, percussion. Meghan Quinn, accordion, vocals, Karl Raacke, cello and when time permits, Becky Perlman, violin. 2013-2014 Mirko Gabler. guitar, vocal, accordion Katalin Pazmandi. vocal, violin, recorder Fre Atlast. Percussion 2012 Nick Edwards. upright bass 2010-2011 Harry Sweet. violin, mandolin, vocal David Winograd. upright bass, tuba Dale DeMarco, clarinet",11,0,"Rosendale, NY 12472"
10191,Eok,2011,2025,"Eugene ‘Litr’ Radchenko, Nataliya Kulishenko, Antonina Kotova, Oleg Kovalchuk",2,0,"Ukraine, Kharkiv"
10192,Colin L. Orchestra,2011,2025,,14,0,"Brooklyn, NY"
10193,Ø +yn,2011,2025,,0,0,
10194,The Ghost Dance Project,2011,2025,"Uton, German hippies, Australian guitarist",0,0,India
10195,Constant Light,2010,2025,"J: Guitar, Juno-60, programming, effects S: Ace-Tone organ, Korg MS2000, effects, guitar B: Bass",0,0,"Melbourne, Australia"
10196,Caballo & the Mothafu Kings,2011,2025,Caballo & The Mothafu Kings,5,2,"Toronto, Canada
(Born Columbian)"
10197,Sans Blanc,2010,2013,"Pierre Durant - vocalle rappe Kristoff Lefevre - programation, vocalle Dyke B - vocalle rappe",6,1,Europe
10198,Buk Buk Bigups,2009,2025,Aaron Zeff Dan Quillan Matt Maxwell Joss Lucio Dylan Craver,6,0,"Sacramento, Ca"
10199,Guitar Lightnin Lee and His Thunder Band,1997,2011,"Guitar Lightnin Lee - vocal, guitar, harmonica Paul - drums Todd - guitar Marvin - bass",2,0,"New Orleans, LA"
102,Chief Boima,2008,2025,,0,0,"San Francisco, CA"
10200,Human Resources,2010,2025,Jeremy Krinsley,10,0,"Greenpoint, Brooklyn"
10201,Electronic Phantom Orchestra,2011,2025,Ben Presto (I-D) Hal McGee (USA) Albrecht-D (D) Reverend Man Manly (USA-D) Splithead (D),1,0,
10203,Kim Ann Foxman & Andy Butler,2011,2025,,0,0,
10204,Groove Armada,2011,2025,,2,0,
10205,James Curd,2011,2025,,4,0,"Chicago, IL"
10207,James Curd presents Ziggy Franklin,2011,2025,,0,0,
10208,Greenskeepers,2011,2025,,2,0,
10211,Flight Facilities,2011,2025,,0,0,
10212,Jam Messengers,2011,2025,"Rob K: vocals Marco Butcher: percussion, guitar, vocals",0,0,"Big Island, HI/ Sao Paulo, Brasil"
10213,Hobosexual,2011,2025,"Ben Harwood: Guitars, Vocs, Weird Noises Jeff Silva: Drums",0,0,"Seattle, WA"
10214,Sea Of Cortez,2011,2025,,0,0,"Los Angeles, CA"
10215,A Million Years Ago,2011,2025,"Dashel Schueler - guitar; vocals, Seth Syberg -- guitar, Chris Byrne -- drums, Jordan Morris -- synth; vocals",0,0,"Seattle, Washington"
10216,Cloud Cult,2011,2025,"Craig Minowa, Connie Minowa, Sarah Young, Scott West, Shannon Frid, Shawn Neary, Arlen Peiffer",1,1,"Minneapolis, Minnesota"
10217,Chris Pureka,2011,2025,Chris Pureka,1,0,"Northampton, MA"
1022,Meth Teeth,2008,2025,,11,0,"Portland, OR"
10220,Rusty Willoughby,2011,2025,Rusty Willoughby,0,1,"Redmond, WA"
10221,Bear In Heaven,2011,2025,Jon Philpot Adam Wills Joe Stickney,2,0,"Brooklyn, NY"
10222,Jamie Kimmel,2011,2025,Jamie Kimmel,0,0,Los Angeles
10223,Robot Comes To Me,2011,2025,,0,0,
10224,Robot comes to me + k. schools + bng,2011,2025,,0,0,
10226,Kreamy 'lectric,2011,2025,,0,0,
10228,[Esc.] Laboratory,2011,2025,,0,0,
10229,Chicken Jones,2011,2025,,1,1,
1023,MetroFolk,2008,2025,Kata Harsaczki - vocals Jake Shulman-Ment - violin Aron Szekely - kontra (3-string viola) Laszlo Hajdu-Nemeth - viola / kontra / bass Raul Rothblatt - bass / cello,2,2,"Brooklyn, NY"
10230,Akathasquid,2011,2025,,0,0,
10231,Katrah-Quey ft. dj Alekzander,2011,2025,,0,0,
10234,Myo,2011,2025,,1,0,Washington DC
10235,The Duo,2011,2025,,0,0,
10236,The Duo Feat. Lokust,2011,2025,,0,0,
10237,this one ft. DDJ,2011,2025,,0,0,
10238,Zedika,2011,2025,,0,0,
10239,Stems,2011,2025,,6,0,
1024,Paul Metzger,2008,2025,,7,1,"Minneapolis, MN"
10242,Messages,2011,2025,"Taketo Shimada, Tres Warren",4,1,"Brooklyn, New York"
10243,Hunton Quintet,2011,2025,"Zelig Concrete, Agent Stepanoff",3,0,"Itä-Uusimaa, Finland"
10244,Kevin Purvis,2011,2025,,1,0,
10245,Anti/Uton,2011,2025,"Antti Laakkonen, Jani Hirvonen",3,0,
10246,Bullroarer,2011,2025,,17,0,Boston
10247,Bullroarer vs Nautical Almanac,2011,2025,,0,0,
10248,Feu Machin,2011,2025,,13,3,Paris
10249,Jonah Rapino,2011,2025,,1,0,
10250,Two Prong,2011,2025,"Eli Winograd, Scott Rideout, Will Berney",6,0,
10251,Jimmy Cousins,2011,2025,,14,0,
10252,Humanbeast,2011,2025,,0,0,
10254,µB,2011,2025,,2,1,
10255,chunter,2011,2025,,0,0,
10256,Feryl,2011,2025,,0,0,
10257,fluidvolt,2011,2025,,0,0,
10260,Means,2011,2025,Jason Frederick Emily Ann Allen David Wayne Allen Brad Swiniarski,2,0,"Columbus, Ohio"
10261,Carlos Giffoni & Chuck Bettis (DEVASTATION DUO),2005,2006,Carlos Giffoni - electronics Chuck Bettis - electronics + throat,0,0,"Brooklyn, NY"
10262,ISSUE Project Room,2011,2025,,0,0,
10263,Demetri Tashie,2011,2025,Demetri Tashie: main zurna (double reed) Matt Moran: daouli (drum) James Hoskins (guest from Colorado): accompanying zurna,0,0,"New York, NY"
10264,MUTAMASSIK,2011,2025,Giulia Loli,5,0,"Tuscany, Italy"
10265,D. Charles Speer,2006,2025,"D. Charles Speer: guitar, vocals Hans Chew: piano, vocals Marc Orleans: electric guitar, pedal steel Margot Bianca: vocals Ted Robinson: bass Steven McGuirl: drums",5,0,"Brooklyn, NY"
10267,Morgan Craft,2011,2025,,6,1,"Tuscany, Italy"
10268,Toy Sugar,2011,2025,,3,0,"Belle Harbor, NY"
10270,East Of The Wall,2011,2025,Brett Bamberger - bass Matt Lupo - guitar Kevin Conway - guitar Chris Alfano - guitar Seth Rheam - drums,0,0,"Gunnison Beach, New Jersey"
10271,Tiger Flowers,2011,2025,Will Gomez - bass Dean Landry - guitar Jesse Madre - vocals Dan Miccio - drums,0,0,"New York, New York"
10272,Black Anvil,2011,2025,P.D. • Bass/Vocals R.G. • Drums/Vocals G.B. • Guitar/Vocals,0,0,"Brooklyn, New York"
10273,Naam,2011,2025,"Ryan Lugar- Guitars, vocals John Bundy- Bass, vocals Eli Pizzuto- Percussion",0,0,
10274,Fuck Ton,2011,2025,Matt Conboy: Drums Mark Kleeb: Organ Edan Wilber: Bass,2,0,"Brooklyn, NY"
10275,Meek is Murder,2011,2025,Keller -Vocals/Guitars Frank - Drums Sam - Bass,0,0,"Brooklyn, New York"
10276,The Binary Code,2004,2025,Jesse Zuretti Umar Fahim Michael Apprich,0,0,New Jersey
10277,Castevet,2011,2025,,3,0,
10278,Hung,2011,2025,,0,0,
10279,Pyrrhon,2011,2025,Dylan DiLella - Guitars Doug Moore - Vocals Erik Malave - Bass Alex Cohen - Drums,0,0,"Brooklyn, New York"
10280,Mutant Supremacy,2011,2025,,0,0,"Brooklyn, New York"
10281,Incendiary,2011,2025,Brendan - Vox Bobcat - Guitar Lomeli - Drums Audley - Guitar Kevin - Bass,0,0,
10283,The Ghost In Black And White,2011,2025,,0,0,"Long Branch, New Jersey"
10284,Wetnurse,2011,2025,"Gene Fowler, vox Greg Kramer, guitar Garett Bussanick, guitar Ryan Jones, bass Curran Reynolds, drums",0,0,
10285,Moth Eater,2011,2025,John A. - Vocals John C. - Lead Guitar Buckshot - Bass Guitar Dave - Drums,0,0,"Beers Village, New York"
10286,Hull,2011,2025,,0,0,"Brooklyn, New York"
10287,The Austerity Program,2011,2025,Thad Calabrese plays bass and Justin Foley sings and plays guitar.,0,0,
10288,Defeatist,2011,2025,"A Nichols: guitar, vocals J Scott: bass J Stallings: drums",0,0,"New York, New York"
10289,Goes Cube,2011,2025,Kenny Appell: Drums David Obuchowski: Guitar/vocals Matt Tyson: Bass,0,0,"Brooklyn, New York"
10290,Krallice,2011,2025,"Mick Barr, Colin Marston, Lev Weinstein, Nick McMaster",3,0,
10291,Abacinate,2011,2025,Todd Stern/guitar Dan Higgins/guitar Jason Sica/vocals Matt Babulski/bass Justin Spaeth/drums,0,0,New Jersey
10292,IKILLYA,2011,2025,Dave - Guitar Jason - Vocals Mansa - Bass Jeff Gretz & Matt Zeboski - Live Drums,0,0,"New York, New York"
10293,Atakke,2011,2025,Puke - Bilous Regurgitations Holocaust - Subterranean Vibration Dozer - Harvester of Death Awry - Human Pesticide Facegrind - Modulistic Terror,0,0,"Brooklyn, New York"
10294,Empyreon,2011,2025,Frank Godla - Drums Mike Khalilov - Keys/Guitar Aaron Joos - Vocals Matt Brennan - Bass,1,0,"New York, New York"
10295,Elliott Sharp/Jack Womack,2011,2025,,0,0,
10296,Monk Turner + Fascinoma,2011,2025,"Monk Turner, Fascinoma",26,8,
10297,Instinct Control,2011,2025,Ryan T. Dunn,1,3,"Chicago, IL"
10298,Jordi Fresco,2011,2025,,2,0,
10302,Overdude,2011,2025,,0,0,
10303,timide et fragile,2011,2025,,0,0,
10305,Bloem,2011,2025,,2,0,
10306,Caroline Ono,2011,2025,,1,0,
10307,Crank Sturgeon,2011,2025,,5,0,
10308,Crash Duo,2011,2025,,2,0,
10309,Donovan/Montag/Pearson,2011,2025,,1,0,
10310,FluiD,2011,2025,,1,0,
10312,Graham Dunning,2011,2025,,0,0,
10313,Hal McGee,2011,2025,,6,0,
10314,Igor's Roomy Lab Coat:,2011,2025,,0,0,
10315,John Hyatt,2011,2025,,1,0,
10316,Juca Pimentel and Anton Mobin,2011,2025,,0,0,
10317,Lux P0G0,2011,2025,,0,0,
10318,Noise Research and Richard Knight,2011,2025,,0,0,
10319,PAS with Big Brother on Acid,2011,2025,,0,0,
1032,Sexton Ming,1979,2025,Sexton Ming,12,1,UK
10320,Planetaldol & Ayato,2011,2025,,0,0,
10321,Sinus Buds,2011,2025,,2,0,
10322,Thanato Twist with Oleg's Sound System,2011,2025,,0,0,
10323,Frédéric D. Oberland,2011,2025,,1,0,
10325,Venice,2011,2025,,0,0,
10326,Ten Thousand Hours,2011,2025,James Ilgenfritz & Guests,0,0,
10327,Lucy Foley,2011,2025,,2,0,
10328,Electra,2011,2025,"Nitzan Horesh - Guitar, Vocals Boaz Wolf - Drums, Vocals Doron Farhi - Bass, Vocals",0,0,"Tel Aviv, Israel"
10331,Itamar Ziegler,2011,2025,,0,0,
10332,Kitzu,2011,2025,,0,0,"Jerusalem, Israel"
10333,Workdogs,2011,2025,Rob K Scott Jarvis,1,0,
10334,The Vévé Seashore,2011,2025,"Elroy Oversex - vox, stonewashed nylon six string, VCS 3 climax z9 Lord Fuck - kinderklavier, korg MS20, space organ, rickenbacker bass (stolen from Roger Waters, or Lemmy, we don’t know anymore) Atomherr Zoppa - drums",10,0,New Orleans
10335,Akhet,2011,2025,"Brad Rose, Eden Hemming Rose, Michael ""Dung"" Donnelly",1,0,"Tulsa, OH/Green Pidgin, NSW"
10336,Alligator Crystal Moth,2005,2007,"Brad Rose, Michael ""Dung"" Donnelly",10,1,"Tulsa, OH/Green Pidgin, NSW"
10337,Indias Indios,2011,2025,,3,0,
10340,Cheapshot,2011,2025,,9,3,Japan
10341,Mr. & Mrs. Smith,2011,2025,Hollis Smith,86,12,Florida
10343,September 29th,2011,2025,,0,0,
10344,The Goner,2011,2025,,1,0,"Stockholm, Sweden"
10345,Least Carpet,2011,2025,Marco Martini,5,0,"Würzburg, Germany"
10346,Charlie Boraley,2011,2025,,0,0,Italy
10347,Giovanni Cipolla,2011,2025,,0,0,
10348,Joanna Sandsmark,2011,2025,,1,0,
10349,dronæment,2011,2025,,11,1,Germany
10350,Michael House,2011,2025,,1,0,
10351,The Moot,2011,2025,Clare Dowling Eryl Whiteley,1,0,
10352,Charlie Burgess,2011,2025,,0,1,
10353,Flo and Eline,2011,2025,,0,0,
10354,"Miller, Schletty, Thomas, and Gómez",2011,2025,,0,0,
10355,Paza Rahm,2011,2025,,0,0,
10356,Aleksi Eeben,2011,2025,,1,0,Finland
10357,8-Bit Ninjas,2011,2025,,4,1,
10358,W!zardK!d,2011,2025,,0,0,
10359,Marcus Obst,2011,2025,,6,0,Germany
1036,Miss Chain and the Broken Heels,2008,2025,,1,0,Italy
10360,Black Bear Combo,2011,2025,"Doug Abram - saxes, reeds Gerald Bailey - trumpet Ehsan Ghoreishi - accordion, daf (frame drum) Andrew Zelm - euphonium Rob Pleshar - sousaphone, tuba Dersu Burrows - bass drum",16,0,Chicago
10361,Gerald Fiebig,2011,2025,,0,0,
10366,Carsten Vollmer,2011,2025,,0,0,"Essen, Germany"
